요일,호선,역명,06시 이전,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시 이후
월요일,7호선,강남구청,118,750,1812,4819,4007,1705,1139,1112,1145,1234,1394,1584,2579,4445,2453,1489,1330,909,401,119
월요일,7호선,건대입구,184,528,1415,2452,1751,1435,1282,1352,1531,1545,1669,1884,2504,2765,1766,1368,1137,942,476,167
월요일,7호선,고속터미널,154,980,2098,2855,2334,1888,1786,1706,1812,1781,1960,2044,2844,2614,1596,1333,1229,861,301,48
월요일,7호선,공릉(서울과학기술대),269,764,2034,2622,1574,1050,1033,1166,1218,1090,1324,1622,1784,2474,1887,1103,943,862,470,171
월요일,7호선,광명사거리,920,1619,3795,4254,2372,1662,1724,1813,1840,1863,2131,2444,3018,4112,2962,1680,1305,1006,530,164
월요일,7호선,군자(능동),366,803,1927,3440,2139,1188,1042,1084,1120,1091,1258,1477,1979,2967,2054,1315,1171,913,487,168
월요일,7호선,남구로,742,875,2581,5392,2623,1163,944,999,988,954,1165,1460,2886,4307,2141,1191,1005,721,339,89
월요일,7호선,남성,268,718,1865,2846,1726,1067,964,987,1045,988,1130,1269,1589,2364,1612,1048,861,720,368,128
월요일,7호선,내방,173,887,1904,4556,2670,1328,1102,1127,1244,1236,1343,1613,2652,4181,1918,1229,1065,748,335,117
월요일,7호선,노원,412,1056,2866,4336,3064,2324,2324,2490,2575,2579,2915,3213,3614,4786,3433,2154,1692,1468,725,207
월요일,7호선,논현,136,845,2146,5069,4012,1695,1220,1180,1314,1434,1582,1849,3292,5412,2862,1722,1616,1335,628,185
월요일,7호선,대림(구로구청),509,466,950,1651,1156,1003,1050,1038,1064,1087,1169,1242,1526,1585,997,701,690,539,257,69
월요일,7호선,도봉산,280,996,2504,2053,1173,798,719,740,745,682,834,1068,1244,1884,1765,992,752,611,358,153
월요일,7호선,뚝섬유원지,187,450,961,1559,1007,595,564,637,740,786,862,949,1125,1454,1029,654,593,466,223,58
월요일,7호선,마들,485,1229,3033,2912,1508,1054,1041,1140,1072,1002,1222,1379,1567,2392,2245,1198,938,807,442,140
월요일,7호선,먹골,299,645,1676,2371,1279,887,852,910,904,886,1028,1213,1454,2139,1647,983,770,628,357,115
월요일,7호선,면목,536,1107,2668,3914,2009,1304,1207,1340,1273,1218,1551,1878,2023,2922,2420,1309,1018,899,442,161
월요일,7호선,반포,78,691,862,1203,883,573,567,580,599,606,707,1025,1092,1148,707,493,474,339,140,40
월요일,7호선,보라매,173,375,1086,1860,933,570,525,570,560,558,664,738,1041,1667,964,632,547,461,228,84
월요일,7호선,사가정,516,1218,2707,3858,2082,1392,1321,1402,1346,1335,1633,1887,2343,3426,2687,1490,1238,1001,501,165
월요일,7호선,상도,272,691,1793,2710,1726,1274,1075,1102,1082,1138,1216,1438,1854,2592,1609,1112,996,857,476,164
월요일,7호선,상봉,481,1074,2818,4118,2115,1267,1203,1322,1346,1336,1464,1823,2407,3714,2988,1697,1376,1202,637,282
월요일,7호선,수락산,414,1088,2232,2520,1503,1118,1118,1195,1120,1104,1273,1457,1660,2244,2012,1178,856,723,415,147
월요일,7호선,숭실대입구(살피재),262,695,1908,3268,2061,1761,1456,1261,1470,1419,1430,1944,2501,2897,1927,1358,1261,1106,627,203
월요일,7호선,신대방삼거리,399,945,2527,3783,2135,1282,1187,1292,1222,1242,1394,1659,2062,3251,2231,1339,1161,904,514,202
월요일,7호선,신풍,575,874,2178,2786,1503,934,864,902,901,851,1064,1293,1694,2332,1546,922,786,654,303,113
월요일,7호선,어린이대공원(세종대),152,581,1520,4065,2585,2188,1701,1531,1843,1726,1632,2139,2702,3213,1922,1330,1259,1106,659,188
월요일,7호선,온수(성공회대입구),370,936,2335,2882,1236,666,664,700,678,660,844,1048,1399,2145,1429,856,674,539,316,174
월요일,7호선,용마산(용마폭포공원),207,513,1133,1510,757,488,421,478,461,443,527,629,748,1140,910,501,429,357,205,75
월요일,7호선,이수,252,945,1808,3551,2211,1399,1292,1349,1453,1459,1648,1994,2615,3878,2354,1553,1424,1178,606,172
월요일,7호선,자양(뚝섬한강공원),227,549,1234,1857,1138,690,657,708,757,808,977,1136,1457,1979,1446,1047,984,787,383,114
월요일,7호선,장승배기,283,708,1476,2263,1364,861,816,858,869,832,981,1138,1336,1882,1224,764,676,550,299,111
월요일,7호선,장암,98,432,919,506,215,133,135,144,128,118,133,153,184,256,199,110,55,50,25,9
월요일,7호선,중계,447,1247,3314,3692,1778,1233,1132,1338,1180,1050,1206,1566,1862,2588,2261,1257,1059,866,472,145
월요일,7호선,중곡,267,693,1944,3043,1575,900,814,878,847,837,979,1373,1607,2305,1570,911,758,622,279,106
월요일,7호선,중화,359,807,1860,2682,1320,864,822,882,840,854,1037,1255,1484,2176,1685,974,799,671,357,115
월요일,7호선,천왕,360,1019,2646,3142,1469,857,796,880,870,840,1042,1274,1678,2498,1813,1013,769,635,352,105
월요일,7호선,철산,561,1813,4376,4778,2711,1692,1611,1704,1635,1589,1858,2378,3307,4950,3521,2084,1710,1421,740,218
월요일,7호선,청담,246,1496,2990,6440,3895,1611,1211,1362,1304,1425,1676,2056,3411,5324,2630,1468,1273,915,305,108
월요일,7호선,태릉입구,366,520,1191,1852,1121,803,856,841,838,865,984,1124,1380,1767,1270,782,677,602,302,154
월요일,7호선,하계,416,1404,3551,3909,2199,1508,1507,1613,1680,1530,1855,2115,2422,3289,2699,1705,1270,1107,598,198
월요일,7호선,학동,108,1115,2759,8231,6027,2328,1360,1322,1533,1641,1799,2118,4112,7712,3644,1844,1544,1071,438,106
월요일,8호선,가락시장,230,497,1116,2283,1034,786,772,743,798,840,926,1021,1366,1937,1026,773,701,536,263,126
월요일,8호선,강동구청,239,710,1986,3032,1507,929,831,857,935,901,1038,1261,1645,2509,1476,934,800,620,289,96
월요일,8호선,남위례,114,472,1341,2172,965,529,480,515,538,521,770,794,1210,1784,1087,659,578,472,237,80
월요일,8호선,남한산성입구(성남법원.검찰청),476,1064,2724,3626,2044,1174,984,1154,1096,993,1349,1571,1899,2672,1771,1097,907,741,366,148
월요일,8호선,단대오거리,448,1017,2528,3095,1394,888,830,908,870,871,1119,1388,1780,2725,1884,1085,850,714,375,128
월요일,8호선,모란,119,257,577,914,508,477,511,552,564,565,659,788,707,837,459,306,274,221,121,83
월요일,8호선,몽촌토성(평화의문),156,512,991,2039,997,581,560,574,555,556,620,870,1184,1676,930,592,549,424,208,66
월요일,8호선,문정,238,801,3700,9255,4166,1637,1268,1306,1454,1528,1621,1964,4522,7151,2991,1842,1489,1130,451,116
월요일,8호선,복정,256,706,1651,2248,1310,696,562,636,615,580,823,1090,1512,2137,1370,820,668,540,218,51
월요일,8호선,산성,216,527,1427,1640,749,483,416,432,442,416,574,646,857,1376,1059,633,518,420,217,91
월요일,8호선,석촌,119,395,1027,1918,1264,829,844,850,877,893,979,1071,1450,1946,1189,838,728,574,271,95
월요일,8호선,송파,154,712,1760,2354,1241,845,780,816,870,825,1024,1191,1396,2010,1340,803,682,560,238,78
월요일,8호선,수진,172,359,892,1402,688,476,449,520,514,474,655,708,720,920,663,430,368,293,169,56
월요일,8호선,신흥,159,378,909,1164,587,434,416,459,481,488,605,719,785,1075,798,492,387,304,166,56
월요일,8호선,암사,628,1314,3635,4739,2295,1342,1289,1355,1361,1280,1549,1820,2330,3639,2698,1534,1181,1075,501,174
월요일,8호선,암사역사공원,110,462,1286,1361,661,410,359,382,375,384,425,614,804,1138,765,474,370,344,147,57
월요일,8호선,잠실(송파구청),170,657,1880,4133,2251,1580,1637,1652,1718,1791,2115,2313,3085,4421,2351,1836,1538,1054,372,122
월요일,8호선,장지,342,1105,3082,4166,2363,1346,1247,1263,1267,1317,1705,2009,2689,3778,2271,1568,1120,781,366,108
월요일,8호선,천호(풍납토성),472,1163,2458,3559,2125,1307,1301,1366,1444,1458,1731,2006,2740,3870,2576,1621,1308,990,490,184
화요일,1호선,동대문,566,614,1064,1559,1469,1302,1413,1494,1474,1528,1512,1560,1569,1615,1332,1023,920,819,504,157
화요일,1호선,동묘앞,146,315,684,1342,878,862,1153,1415,1774,1656,1575,1513,1422,1106,661,427,398,355,191,89
화요일,1호선,서울역,609,2557,6548,13383,8565,4831,4984,5318,5192,4663,5739,6547,10008,12582,6300,4206,4114,2657,1230,268
화요일,1호선,시청,286,1138,3561,9312,4355,2225,2284,2107,2341,2388,2700,3149,4870,7983,3041,2568,2306,1396,526,91
화요일,1호선,신설동,438,732,1997,3757,2057,1297,1214,1292,1388,1300,1465,1732,2467,3369,1656,1098,988,780,412,112
화요일,1호선,제기동,300,714,1799,2996,2096,2176,2585,2764,2858,2907,2805,2715,2559,2558,1430,938,735,551,290,72
화요일,1호선,종각,370,1507,5410,12685,7047,3110,3038,2854,3200,3238,3505,4138,7967,11433,4786,3700,3714,2536,1048,129
화요일,1호선,종로3가,244,627,1376,3206,3073,2726,3247,3465,3518,3497,3538,3708,4342,5019,2687,2020,2036,1512,732,216
화요일,1호선,종로5가,230,808,2041,4621,3127,2908,3253,3258,3396,3562,3492,3670,4433,4945,2405,1601,1391,897,326,52
화요일,1호선,청량리(서울시립대입구),554,1108,2810,4035,2760,2466,2792,2987,3064,3185,3313,3402,3501,3895,2324,1547,1356,1052,523,152
화요일,2호선,강남,715,2978,8716,16377,15566,7878,6139,6183,7245,7275,8000,9269,14412,20100,12670,8432,8686,7067,3087,795
화요일,2호선,강변(동서울터미널),427,1766,4003,6167,4148,3087,2565,2518,2547,2492,2882,3259,4133,5698,3749,2571,2186,1826,849,267
화요일,2호선,건대입구,578,1392,3299,6474,4357,2884,2679,2923,3178,3230,3620,4396,5994,8660,5890,4301,4281,4058,2336,810
화요일,2호선,교대(법원.검찰청),369,1442,3502,8604,6852,3785,3484,3262,3710,3774,3780,4111,6504,8789,4251,3104,2899,2406,975,280
화요일,2호선,구로디지털단지,1627,2874,9743,17849,10332,4465,3514,3800,4192,3890,4513,5625,9314,15113,9286,5625,4968,4362,2191,734
화요일,2호선,구의(광진구청),580,2286,3788,6816,3793,2116,1701,1838,1912,1871,2266,2959,3849,5746,3772,2458,2218,2049,1070,392
화요일,2호선,낙성대(강감찬),538,1451,4475,7191,4454,2424,1921,2033,2074,1997,2299,2784,3838,6073,4522,2939,2685,2446,1355,456
화요일,2호선,당산,420,1216,3213,5771,2736,1485,1327,1363,1436,1370,1587,2053,3444,5355,2963,2038,1928,1679,915,270
화요일,2호선,대림(구로구청),1463,1508,3684,6085,3623,2383,2196,2257,2195,2191,2526,2944,3782,4619,2933,2115,2225,1977,917,285
화요일,2호선,도림천,32,92,301,392,173,129,111,150,115,146,161,179,226,304,187,122,106,64,40,20
화요일,2호선,동대문역사문화공원(DDP),265,542,1259,2622,1836,1669,1640,1737,1736,1876,1983,2311,2762,3135,2352,1722,1524,1286,698,306
화요일,2호선,뚝섬,230,1113,2637,7582,4900,2232,1794,1871,2036,2074,2401,2966,4603,7660,3807,2319,2020,1358,610,172
화요일,2호선,문래,256,1022,3725,8472,3886,1647,1472,1620,1700,1662,1832,2300,4060,7488,3314,1996,1810,1500,736,238
화요일,2호선,방배,218,834,2155,4604,3204,1902,1632,1718,1781,1888,1981,2416,3175,4162,2178,1541,1440,1303,552,183
화요일,2호선,봉천,653,1447,4227,6373,3700,2073,1798,1935,1957,1922,2276,2577,3270,4837,3721,2366,2095,1844,978,374
화요일,2호선,사당,651,2305,5568,7584,5049,3368,3349,3445,3415,3580,4060,4908,7539,10842,6960,4800,4770,4391,2334,728
화요일,2호선,삼성(무역센터),419,2122,6970,15887,11550,5193,3908,3883,4438,4606,5172,6207,10990,15055,7535,5194,4344,2785,874,244
화요일,2호선,상왕십리,251,782,2380,4233,2207,1276,1114,1193,1210,1187,1377,1653,2297,3349,2245,1373,1236,1044,539,213
화요일,2호선,서울대입구(관악구청),1400,2283,6700,10324,6999,4192,3361,3626,3897,3680,4235,4958,6730,10222,7458,4886,4591,4336,2359,895
화요일,2호선,서초,250,1230,3075,6310,4777,2579,1879,1742,1938,2028,2283,2659,4068,5292,2593,1662,1641,1097,435,123
화요일,2호선,선릉,436,2244,6482,14378,11002,5760,4450,4369,5172,5072,5812,7050,11010,15500,8000,4973,4494,3517,1408,388
화요일,2호선,성수,372,1691,4233,13050,7785,4032,3306,3509,3965,4165,4594,5346,8122,13585,6618,4262,3451,2384,1056,387
화요일,2호선,시청,119,936,3595,10816,4644,1950,1984,1873,2154,2221,2433,2844,5457,8564,3162,2377,2137,1330,556,130
화요일,2호선,신답,53,116,311,583,229,128,110,114,118,121,158,205,271,508,316,161,156,128,77,26
화요일,2호선,신당,280,740,1914,3452,1993,1306,1280,1376,1417,1422,1574,1901,2497,3506,2296,1523,1370,1222,637,222
화요일,2호선,신대방,999,1701,4402,6536,3798,2059,1747,1835,1916,1885,2278,2602,3395,4889,3909,2650,2491,2318,1186,456
화요일,2호선,신도림,1740,2977,8015,11145,6448,3990,3809,3976,4150,4137,4665,5462,7777,11773,7351,4988,4487,4178,2239,960
화요일,2호선,신림,1532,3290,8929,13055,7776,4235,3597,3871,3974,3927,4572,5509,7201,11322,9285,6031,5543,5049,2939,1098
화요일,2호선,신설동,61,137,424,958,511,338,335,376,402,380,375,419,586,708,367,246,213,176,98,48
화요일,2호선,신정네거리,369,857,2413,2382,1260,859,825,876,874,864,960,1211,1637,2433,1739,956,845,721,411,155
화요일,2호선,신촌,310,1195,3096,5977,5491,3892,3813,4094,4478,4159,4445,5234,6801,8139,5274,4115,4121,3797,1881,540
화요일,2호선,아현,223,609,1814,2783,1480,1008,899,990,981,988,1144,1476,1703,2209,1521,996,880,766,372,138
화요일,2호선,양천구청,227,610,1664,1692,889,583,544,608,596,555,656,821,1136,1622,1204,671,612,500,315,125
화요일,2호선,역삼,437,2224,7955,18262,14969,6218,3860,3650,4357,4105,4780,5802,12030,15220,8478,4686,4193,2829,1191,303
화요일,2호선,영등포구청,329,1178,3540,7811,3445,1825,1731,1750,1887,1875,2084,2468,3814,6858,3096,2053,1836,1422,745,260
화요일,2호선,왕십리(성동구청),290,698,1643,3093,1843,1184,1140,1254,1322,1340,1524,1955,2542,3531,2132,1567,1582,1507,866,325
화요일,2호선,용답,107,181,456,778,514,307,253,293,303,270,314,438,491,654,405,270,286,248,132,62
화요일,2호선,용두(동대문구청),53,108,365,656,345,259,271,263,289,300,334,358,396,577,340,202,182,124,70,28
화요일,2호선,을지로3가,126,943,3559,8520,3767,1922,1756,1692,1910,1913,2079,2598,5026,7532,3314,2263,2233,1786,961,245
화요일,2호선,을지로4가,82,660,1835,3923,2136,1509,1526,1442,1492,1546,1606,1859,3190,3548,1618,1018,904,690,360,114
화요일,2호선,을지로입구,199,1394,6430,16320,7920,4427,3864,3700,4162,4180,4668,5402,9398,14654,6860,5781,4175,3179,1421,396
화요일,2호선,이대,162,645,1896,3611,2743,2095,1598,1943,2049,1753,2096,2264,3183,3678,2337,1705,1717,1456,758,241
화요일,2호선,잠실(송파구청),680,3428,8873,15006,11444,7270,6584,6471,6747,7052,8279,9756,13225,18403,11823,9159,8070,6368,2488,610
화요일,2호선,잠실나루,265,1292,2746,3884,2392,1772,1585,1646,1615,1606,1752,2164,2690,2983,1844,1169,1010,850,424,144
화요일,2호선,잠실새내,259,1104,3389,4882,3396,2179,1984,2112,2206,2241,2587,3055,3882,5189,3605,2389,2183,2066,1051,342
화요일,2호선,종합운동장,96,598,1476,2202,1260,800,676,883,899,875,1023,1641,3224,3446,1321,1061,3051,1313,303,103
화요일,2호선,충정로(경기대입구),156,515,1828,3776,1825,862,803,792,887,847,897,1088,1985,2975,1258,864,813,617,319,112
화요일,2호선,한양대,60,347,753,2895,2661,2198,1139,1900,1610,1600,1647,2018,2607,2381,1198,967,978,654,378,125
화요일,2호선,합정,397,1184,3152,6467,4879,2675,2336,2485,2782,2734,2883,3524,5331,8627,5577,3521,3510,3141,1690,553
화요일,2호선,홍대입구,782,1692,4286,8112,7721,5544,5709,6468,7125,7017,7928,9310,11746,15046,11269,8460,8580,7819,4222,1185
화요일,3호선,가락시장,139,535,1460,2162,1246,917,880,901,890,930,1038,1166,1567,2217,1207,803,693,594,261,89
화요일,3호선,경복궁(정부서울청사),150,836,2372,6538,3720,2247,2242,2197,2351,2348,2649,3104,4311,5848,2624,1909,1824,1269,511,116
화요일,3호선,경찰병원,131,477,1483,2428,1287,775,645,618,694,668,722,744,1250,1836,1036,640,540,466,219,68
화요일,3호선,고속터미널,316,1428,2722,4511,5067,4998,5447,5472,5598,6140,6779,6970,7886,8114,5809,5200,3267,2203,895,189
화요일,3호선,교대(법원.검찰청),92,454,1329,2906,2198,1298,1180,1194,1415,1534,1581,1775,2831,3881,1766,1426,1327,1103,414,97
화요일,3호선,구파발,554,1924,4730,4684,2719,2029,1890,1897,1917,1978,2151,2675,3194,4228,3344,1977,1739,1488,757,374
화요일,3호선,금호,194,511,1376,2010,1173,727,654,682,697,682,789,938,1218,1683,1176,770,636,584,289,99
화요일,3호선,남부터미널(예술의전당),177,1429,4095,8877,4956,2967,2532,2455,2732,2826,3019,3739,6086,7949,3739,2396,2208,1638,651,162
화요일,3호선,녹번,414,1223,3512,4078,2113,1258,1088,1141,1090,1098,1260,1561,2094,3337,2532,1489,1266,1074,561,182
화요일,3호선,대청,198,811,2197,2850,1382,928,816,838,888,914,1068,1420,1834,2446,1490,1009,884,819,373,132
화요일,3호선,대치,140,828,2061,2472,1455,1040,955,1069,1222,1218,1360,1858,2331,2525,1789,1090,1159,1752,382,115
화요일,3호선,도곡,60,348,1135,1514,1060,593,536,512,524,553,633,811,1082,1275,800,511,449,359,150,87
화요일,3호선,독립문,227,484,1298,1730,1200,1025,890,891,870,855,966,1095,1174,1323,850,585,490,396,199,94
화요일,3호선,동대입구,103,422,829,2809,1730,1561,1223,1062,1394,1141,1170,1435,2160,2503,1193,1094,948,712,248,71
화요일,3호선,매봉,99,651,1953,4418,2024,1166,1091,990,1006,1114,1190,1357,2419,3699,1547,990,982,691,268,85
화요일,3호선,무악재,92,294,898,1137,605,418,364,376,367,383,436,523,685,957,750,444,386,313,196,68
화요일,3호선,불광,425,1010,2761,3986,2358,1666,1600,1689,1756,1756,1949,2170,2521,3622,2533,1566,1332,1097,584,200
화요일,3호선,수서,278,1191,3157,4369,2554,2085,1618,1898,1734,1623,2108,2470,3180,4094,2406,1776,1340,1238,549,174
화요일,3호선,신사,174,871,2282,5360,6275,3176,2449,2347,2576,2750,2927,3301,5120,7613,4791,2785,2675,2100,974,285
화요일,3호선,안국,152,1175,4394,5829,4064,2982,3072,2914,2906,3027,3161,3898,5636,6011,2539,1887,1630,986,345,86
화요일,3호선,압구정,204,1234,2760,7070,6905,3889,3314,3006,3252,3490,3757,4194,5758,7890,5048,3239,2431,1821,611,170
화요일,3호선,약수,288,645,1709,2972,1914,1222,1152,1180,1194,1247,1358,1647,2089,2971,1774,1267,1124,969,469,177
화요일,3호선,양재(서초구청),317,2244,6455,12180,6449,3126,2751,2605,2900,3042,3420,4261,7672,11261,5691,3770,3368,2397,934,214
화요일,3호선,연신내,1062,2450,6040,7306,4296,3001,2913,3114,2999,2974,3451,4068,4794,6781,5418,3296,2829,2445,1403,529
화요일,3호선,오금,180,482,1612,1984,885,523,434,474,490,458,532,686,976,1478,857,582,455,521,229,89
화요일,3호선,옥수,166,536,1311,1950,1285,851,820,832,890,900,1025,1186,1562,2040,1414,952,839,706,312,100
화요일,3호선,을지로3가,76,457,1788,3900,1701,947,867,829,934,938,1045,1250,2452,3798,1621,1037,968,757,394,91
화요일,3호선,일원,174,876,2619,2222,1586,1382,1222,1269,1241,1332,1441,1883,2227,1724,1215,777,636,609,233,82
