요일,호선,역명,06시 이전,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시 이후
화요일,4호선,서울역,215,846,2307,4734,2876,1563,1554,1577,1581,1553,1741,2055,3408,4168,2014,1364,1190,948,444,129
화요일,4호선,성신여대입구(돈암),301,1074,2807,3963,2610,1898,2219,2083,2138,2320,2392,2876,3667,4592,3271,2357,2231,1994,1114,381
화요일,4호선,수유(강북구청),970,2198,5518,7340,4395,2864,2816,2928,2971,3046,3409,4156,5077,7278,5611,3578,2992,2709,1619,515
화요일,4호선,숙대입구(갈월),148,636,1821,3482,2092,1490,1306,1280,1374,1342,1501,2116,2762,3662,2033,1454,1424,1222,621,151
화요일,4호선,신용산,109,733,2248,5154,3648,1722,1638,1601,1725,1673,1997,2445,4007,6053,2941,1947,1826,1276,563,126
화요일,4호선,쌍문,1021,2535,6018,6574,3747,2463,2256,2394,2272,2255,2644,3214,3983,5526,4824,2898,2370,2155,1245,464
화요일,4호선,이촌(국립중앙박물관),90,493,1097,1823,1290,988,948,1120,1166,1137,1219,1500,1662,1882,946,609,594,461,205,69
화요일,4호선,창동,832,2154,4721,5241,3262,2487,2465,2677,2794,2798,3133,3693,4221,5504,4175,2613,2205,1943,1023,360
화요일,4호선,총신대입구(이수),271,1113,2860,4384,2599,1877,1809,1921,2033,2078,2363,2682,3389,4800,2873,1945,1665,1408,688,216
화요일,4호선,충무로,248,1138,3147,8969,5463,3459,3124,2838,3049,2999,3144,3799,5895,8629,4029,2961,2834,2246,1303,369
화요일,4호선,한성대입구(삼선교),313,889,2056,2908,1969,1426,1304,1463,1417,1463,1592,2044,2385,2692,1858,1345,1188,988,553,231
화요일,4호선,혜화,200,1174,2921,6172,4784,3798,3553,3666,3988,4209,4491,4889,6070,7368,4477,2829,3889,3754,1316,321
화요일,4호선,회현(남대문시장),83,1008,2627,6941,4470,3671,3754,3550,3699,3928,4059,4228,5243,5997,2838,2317,1137,722,310,82
화요일,5호선,강동,472,1275,3649,5235,2558,1595,1445,1492,1571,1561,1729,2102,2959,4180,2566,1676,1472,1184,645,273
화요일,5호선,강일,149,527,1509,1440,715,510,431,507,462,446,570,650,867,1180,978,558,479,402,247,94
화요일,5호선,개롱,180,495,1372,1687,818,596,558,574,611,602,632,968,1101,1397,1062,620,490,497,227,80
화요일,5호선,개화산,181,544,1295,1719,738,499,489,538,492,485,551,694,985,1353,875,515,470,411,199,77
화요일,5호선,거여,284,854,2414,2690,1306,824,742,784,854,779,913,1299,1572,2247,1704,928,747,768,361,121
화요일,5호선,고덕,241,885,2184,2081,1326,1118,1033,1036,1167,1117,1283,1637,1800,2022,1508,827,828,786,288,117
화요일,5호선,공덕,105,527,2346,5070,2368,1161,1166,1111,1268,1130,1231,1636,2956,4835,1991,1367,1316,1067,468,117
화요일,5호선,광나루(장신대),258,926,2255,3162,1682,1221,1067,1096,1149,1112,1249,1620,1922,2728,1628,1043,997,927,409,115
화요일,5호선,광화문(세종문화회관),100,1390,4189,13210,5915,2648,2660,2405,2849,2748,3054,3697,6527,11381,4164,2938,3039,1836,638,148
화요일,5호선,군자(능동),306,640,1835,3224,1580,933,836,907,951,947,1038,1368,2025,3312,1954,1280,1154,1058,577,285
화요일,5호선,굽은다리(강동구민회관앞),314,680,1798,2241,1197,874,847,919,930,908,948,1210,1392,2060,1450,930,730,710,327,121
화요일,5호선,길동,221,539,1309,1980,1149,860,841,898,892,905,990,1188,1359,1788,1193,746,598,494,268,108
화요일,5호선,김포공항,157,571,1536,1976,917,842,1008,1038,1125,1193,1207,1209,1537,1776,1018,689,597,526,220,37
화요일,5호선,까치산,1013,2141,5655,7254,3586,2157,1988,2119,2088,2038,2418,2976,3727,6178,4478,2828,2532,2077,1171,408
화요일,5호선,답십리,420,1207,3267,5171,2257,1250,1147,1217,1271,1225,1441,1821,2650,4069,2251,1426,1198,1020,516,197
화요일,5호선,동대문역사문화공원(DDP),20,145,506,1492,613,272,238,206,225,246,268,354,690,1109,436,250,225,177,92,28
화요일,5호선,둔촌동,202,895,1567,2057,1132,785,730,783,828,814,962,1329,1632,2105,1298,716,699,565,265,85
화요일,5호선,마곡,299,1190,1947,3596,1985,982,855,866,939,948,1139,1658,2441,3175,1738,1050,892,700,325,115
화요일,5호선,마장,117,428,1010,1525,870,573,560,641,594,552,604,763,881,1212,735,499,450,369,177,69
화요일,5호선,마천,303,720,2156,1870,868,574,508,564,573,503,644,838,953,1476,1110,585,545,498,263,107
화요일,5호선,마포,157,707,2203,4968,2434,1312,1258,1186,1304,1185,1361,1650,2723,4503,1977,1399,1359,1052,504,133
화요일,5호선,명일,273,722,1831,1919,1069,826,738,758,811,804,913,1174,1171,1944,1444,840,650,670,319,104
화요일,5호선,목동,394,1108,3346,4293,2187,1418,1264,1369,1447,1401,1586,2012,2802,4552,2805,1729,1615,1506,672,218
화요일,5호선,미사,357,1238,3750,3935,2148,1422,1305,1428,1384,1462,1611,2003,2771,3886,3412,1963,1686,1424,801,323
화요일,5호선,발산,235,1050,3136,6958,3486,1947,1893,1906,2017,2134,2388,2762,4460,6328,3127,2182,1931,1511,724,193
화요일,5호선,방이,136,448,1206,1833,939,645,576,669,658,688,776,960,1323,1733,1104,728,722,667,264,73
화요일,5호선,방화,210,625,1479,1675,869,638,631,657,668,638,719,891,1014,1308,1014,600,509,469,268,110
화요일,5호선,상일동,463,1692,3920,3322,1692,1136,958,1143,1154,1064,1368,1516,2136,3229,2546,1386,1226,1006,539,282
화요일,5호선,서대문,160,978,4028,9094,2896,1594,1596,1495,1656,1604,1804,2310,4102,6538,2127,1567,1428,992,405,90
화요일,5호선,송정,190,478,1079,1404,829,581,577,622,584,589,642,786,946,1262,899,576,502,445,258,94
화요일,5호선,신금호,133,410,1249,1846,927,565,534,583,586,642,683,882,1064,1559,1017,633,564,454,236,94
화요일,5호선,신길,111,280,994,1804,693,320,274,290,297,270,318,438,794,1483,707,529,510,461,250,85
화요일,5호선,신정(은행정),530,1136,3083,3842,1735,946,822,874,890,844,974,1292,1705,2629,1746,1121,1002,909,478,160
화요일,5호선,아차산(어린이대공원후문),406,940,2391,3696,1804,1266,1218,1326,1359,1387,1582,1912,2233,3279,2077,1342,1119,1020,486,152
화요일,5호선,애오개,113,407,1248,2309,1047,576,543,566,632,590,663,750,1112,1834,890,558,484,413,200,85
화요일,5호선,양평,143,496,1561,3184,1150,523,459,492,525,486,544,739,1291,2477,1054,674,579,480,249,78
화요일,5호선,여의나루,91,530,2246,3721,1449,876,829,884,1035,1124,1351,1645,3128,3937,1865,1646,1230,888,361,84
화요일,5호선,여의도,226,1274,7242,10834,4128,1877,1977,1824,2211,2136,2387,3023,7558,9386,3688,2708,2218,1352,522,136
화요일,5호선,영등포구청,72,230,739,1867,733,371,350,365,399,371,423,484,804,1698,649,421,377,300,148,43
화요일,5호선,영등포시장,148,465,1727,3525,1577,922,894,1066,1153,1059,1129,1358,1909,3204,1509,951,848,713,361,94
화요일,5호선,오금,62,251,740,1277,511,310,292,314,296,321,369,510,661,1010,442,285,242,232,110,44
화요일,5호선,오목교(목동운동장앞),258,1012,3394,5084,3082,1961,1831,1872,1952,1991,2215,2749,3762,5637,3174,2319,1898,1686,668,178
화요일,5호선,올림픽공원(한국체대),92,386,826,1071,615,506,435,482,484,462,549,670,758,869,556,365,342,261,145,62
화요일,5호선,왕십리(성동구청),103,210,521,1178,569,406,423,446,484,507,538,684,845,1281,692,487,483,416,188,93
화요일,5호선,우장산,324,1170,3066,3526,1792,1341,1280,1378,1372,1386,1620,1969,2228,3130,2194,1330,1148,1100,551,162
화요일,5호선,을지로4가,39,290,931,2138,968,626,638,598,617,640,676,779,1388,1958,764,510,422,291,136,38
화요일,5호선,장한평,358,1372,3580,6503,2853,1482,1294,1371,1424,1396,1606,2100,3287,5363,2975,1704,1465,1230,655,229
화요일,5호선,종로3가,56,326,762,2227,1752,1452,1574,1673,1720,1713,1830,2038,2633,3569,1897,1476,1569,1246,685,181
화요일,5호선,천호(풍납토성),341,1108,2182,3400,2258,1698,1772,1923,2014,2049,2357,2731,3386,4252,2864,1964,1542,1246,636,213
화요일,5호선,청구,78,180,470,1070,580,344,304,327,332,344,366,452,618,1028,595,380,318,283,150,42
화요일,5호선,충정로(경기대입구),45,201,970,1973,797,318,344,319,363,379,377,467,1026,1652,591,398,360,259,129,42
화요일,5호선,하남검단산,168,529,1290,1276,758,604,570,657,621,572,734,808,974,1100,929,614,518,431,253,100
화요일,5호선,하남시청(덕풍·신장),223,728,1610,1738,984,809,746,768,829,750,952,1175,1156,1534,1233,714,653,565,289,135
화요일,5호선,하남풍산,91,318,749,1195,681,445,414,394,433,425,475,656,752,1028,613,363,312,279,140,59
화요일,5호선,행당,181,582,1594,2294,1115,660,610,632,636,642,757,908,1129,1722,1106,718,630,541,266,93
화요일,5호선,화곡,981,2138,5691,7696,3654,2171,1974,2116,2090,2040,2390,3063,3890,6728,4462,2681,2332,1983,1092,356
화요일,6호선,고려대(종암),175,480,1454,2390,1188,865,724,730,932,804,807,1284,1542,1923,1193,768,859,675,395,135
화요일,6호선,공덕,276,803,2758,5921,3036,1580,1511,1501,1545,1573,1767,2191,3610,5474,2568,1819,1694,1328,680,201
화요일,6호선,광흥창(서강),166,537,1578,2676,1459,920,857,870,840,806,928,1091,1513,2281,1335,819,726,592,284,97
화요일,6호선,구산,252,592,1644,1991,1033,644,665,669,640,607,762,982,1014,1327,1112,571,514,445,224,86
화요일,6호선,녹사평(용산구청),58,248,587,1082,603,407,360,413,451,437,554,647,874,1188,739,536,533,429,209,61
화요일,6호선,대흥(서강대앞),133,433,1387,2622,1412,1116,876,917,1184,910,996,1410,1717,2249,1215,836,821,756,350,108
화요일,6호선,독바위,108,246,719,686,350,249,214,246,227,224,258,322,382,620,502,285,227,216,126,48
화요일,6호선,돌곶이,336,853,2071,2661,1320,828,746,856,839,764,918,1168,1473,2025,1587,886,726,694,377,143
화요일,6호선,동묘앞,234,364,771,1549,1139,897,945,988,999,1051,1100,1231,1374,1555,1011,709,608,550,386,116
화요일,6호선,디지털미디어시티,382,1196,3735,5588,2599,1104,976,988,972,930,1096,1631,2706,4274,2437,1360,1164,1065,521,203
화요일,6호선,마포구청,296,889,2473,4078,2172,1276,1150,1253,1268,1155,1328,1537,2104,3326,2041,1310,1137,1057,554,171
화요일,6호선,망원,242,599,1606,3023,2281,1425,1468,1586,1686,1623,1829,2070,2519,3436,2346,1494,1354,1096,619,172
화요일,6호선,버티고개,43,126,343,552,330,218,182,191,192,193,241,263,347,534,329,218,180,161,88,30
화요일,6호선,보문,190,508,1444,2307,1115,640,586,599,648,593,688,932,1173,1732,1077,719,672,626,376,138
화요일,6호선,봉화산(서울의료원),252,811,2419,2310,1082,737,642,738,722,686,798,963,1304,1761,1451,818,666,651,335,142
화요일,6호선,불광,83,261,678,932,568,424,455,455,496,499,589,651,763,1010,695,428,341,274,150,60
화요일,6호선,삼각지,81,386,1025,1867,962,613,635,640,666,637,740,882,1308,1848,883,655,632,559,314,93
화요일,6호선,상수,155,334,699,1634,1715,1016,836,956,1052,995,1028,1349,1708,2308,1544,1157,1103,1069,732,236
화요일,6호선,상월곡(한국과학기술연구원),229,465,1220,1824,929,705,610,553,602,572,611,800,899,1178,919,525,469,415,259,102
화요일,6호선,새절(신사),460,1071,2733,3369,1739,1034,975,1047,1085,977,1232,1532,1797,2599,1988,1139,971,854,494,186
화요일,6호선,석계,447,1012,2546,2980,1588,1086,1035,1111,1140,1069,1216,1571,1895,2804,2180,1259,1073,986,566,197
화요일,6호선,신당,314,517,902,2054,1277,809,742,760,727,722,803,1110,1254,1864,1479,968,854,986,592,186
화요일,6호선,안암(고대병원앞),116,393,1164,2656,2019,2148,1529,1392,1655,1648,1487,2113,2664,2436,1476,1137,1146,1124,696,220
화요일,6호선,약수,55,154,449,1034,588,362,341,336,356,349,400,455,625,938,497,334,312,256,132,41
화요일,6호선,역촌,103,335,824,1039,506,332,347,381,370,355,378,484,611,929,699,371,354,298,172,66
화요일,6호선,월곡(동덕여대),295,733,2138,3279,1709,1197,1047,1068,1124,1141,1232,1663,1891,2863,1888,1117,987,805,470,171
화요일,6호선,월드컵경기장(성산),89,234,550,782,507,468,523,570,608,686,745,870,908,1088,842,474,414,484,135,40
화요일,6호선,응암,520,1328,3519,4614,2351,1470,1345,1479,1419,1403,1639,2015,2607,3971,2898,1803,1437,1250,756,232
화요일,6호선,이태원,160,504,785,1678,1456,970,814,861,936,984,1166,1530,1849,2365,1738,1330,1245,1114,738,262
화요일,6호선,증산(명지대앞),324,767,1878,2445,1372,827,790,830,832,806,911,1135,1439,2209,1554,920,852,717,386,137
화요일,6호선,창신,120,295,894,1001,500,306,250,281,264,259,292,412,460,594,437,314,260,212,126,44
화요일,6호선,청구,88,221,614,1402,735,340,291,293,319,307,345,428,530,900,557,338,291,252,133,45
화요일,6호선,태릉입구,210,411,955,1400,777,542,596,555,564,594,623,781,911,1397,1009,594,547,456,321,151
화요일,6호선,한강진,56,441,1138,2133,1480,899,952,849,1020,1064,1295,1600,2084,2704,1538,916,803,1037,213,72
화요일,6호선,합정,161,457,1271,2734,1795,1031,1023,1080,1191,1170,1293,1538,2136,3479,2143,1477,1491,1296,731,210
화요일,6호선,화랑대(서울여대입구),313,1128,3053,3135,1543,940,837,840,906,805,1052,1272,1626,2175,1590,953,811,721,416,168
화요일,6호선,효창공원앞,118,379,1089,2314,1219,742,616,633,682,597,662,888,1141,1832,974,612,521,450,262,103
화요일,7호선,가산디지털단지,492,1693,7738,19078,10726,3157,2096,2213,2418,2503,2823,3908,10588,15364,6433,3631,2620,1602,750,183
화요일,7호선,강남구청,129,760,1865,5035,4633,1961,1235,1160,1284,1340,1498,1712,2785,4658,2742,1644,1482,1038,481,148
화요일,7호선,건대입구,190,535,1469,2574,1904,1549,1352,1415,1584,1610,1733,2000,2682,2914,1852,1459,1222,1051,530,198
화요일,7호선,고속터미널,152,961,2102,2816,2344,1907,1760,1675,1788,1754,1964,2105,2889,2703,1605,1370,1275,919,321,67
화요일,7호선,공릉(서울과학기술대),269,758,2091,2798,1620,1109,1041,1140,1194,1109,1296,1612,1877,2578,1975,1163,1018,949,540,205
화요일,7호선,광명사거리,948,1658,3960,4449,2416,1669,1720,1841,1872,1872,2155,2552,3119,4241,2992,1750,1398,1114,637,197
화요일,7호선,군자(능동),375,820,1995,3632,2294,1225,1074,1104,1139,1125,1283,1534,2086,3094,2111,1419,1252,1047,547,208
화요일,7호선,남구로,752,898,2639,5569,2736,1182,968,1010,1028,963,1160,1547,2998,4369,2136,1232,1052,776,382,103
화요일,7호선,남성,268,732,1935,3043,1824,1090,1002,976,1034,994,1153,1313,1664,2446,1650,1081,934,798,418,150
화요일,7호선,내방,180,897,1954,4766,2846,1396,1143,1185,1305,1295,1410,1711,2800,4361,1999,1286,1153,846,382,134
화요일,7호선,노원,415,1056,2974,4606,3214,2381,2373,2535,2634,2622,2935,3344,3799,5022,3665,2289,1842,1623,825,255
화요일,7호선,논현,142,852,2181,5203,4240,1770,1262,1242,1382,1512,1637,1971,3456,5633,2980,1820,1770,1520,762,226
화요일,7호선,대림(구로구청),506,479,984,1690,1156,955,995,999,1041,1036,1122,1248,1550,1592,1012,729,723,575,278,83
화요일,7호선,도봉산,284,981,2585,2256,1260,836,728,755,744,702,858,1097,1298,1955,1797,1040,808,684,407,182
화요일,7호선,뚝섬유원지,205,488,1116,1849,1203,643,577,673,698,728,864,951,1205,1685,1154,750,698,558,262,80
화요일,7호선,마들,483,1253,3145,3116,1577,1087,1073,1157,1088,1066,1252,1449,1646,2424,2296,1231,986,893,507,172
화요일,7호선,먹골,302,659,1747,2483,1342,908,857,940,938,916,1040,1274,1496,2196,1704,1024,828,702,407,136
화요일,7호선,면목,548,1129,2740,4180,2124,1337,1219,1383,1250,1244,1524,1904,2048,2969,2473,1374,1087,994,506,193
화요일,7호선,반포,86,721,873,1227,933,596,591,603,610,636,728,1094,1133,1184,737,528,526,376,153,47
화요일,7호선,보라매,175,382,1125,1961,964,548,533,577,578,589,658,781,1087,1712,1018,677,582,482,260,100
화요일,7호선,사가정,508,1233,2821,4075,2204,1423,1331,1425,1359,1392,1674,1950,2451,3572,2772,1586,1351,1104,587,203
화요일,7호선,상도,274,697,1872,2889,1829,1331,1094,1131,1116,1173,1243,1492,1945,2656,1676,1152,1047,924,542,188
화요일,7호선,상봉,480,1088,2894,4388,2225,1322,1225,1350,1356,1343,1484,1885,2517,3889,3041,1794,1494,1357,732,336
화요일,7호선,수락산,422,1092,2325,2689,1568,1148,1130,1205,1127,1128,1276,1530,1744,2326,2085,1246,946,798,471,170
화요일,7호선,숭실대입구(살피재),268,691,1964,3390,2146,1870,1468,1234,1477,1491,1474,2002,2551,2916,1994,1382,1305,1201,690,231
화요일,7호선,신대방삼거리,397,956,2617,4025,2279,1339,1183,1278,1209,1236,1390,1672,2109,3316,2260,1406,1247,1009,598,244
화요일,7호선,신풍,581,898,2267,2953,1613,953,888,970,959,894,1059,1502,1771,2392,1602,974,859,713,352,137
화요일,7호선,어린이대공원(세종대),156,584,1562,4347,2807,2310,1771,1574,1934,1824,1721,2216,2880,3401,2026,1392,1333,1191,726,232
화요일,7호선,온수(성공회대입구),377,958,2425,3062,1403,684,665,714,708,682,825,1196,1500,2173,1452,903,738,604,350,204
화요일,7호선,용마산(용마폭포공원),211,516,1181,1586,830,491,426,474,464,431,516,661,782,1168,927,527,457,399,230,92
화요일,7호선,이수,260,957,1875,3722,2337,1454,1345,1385,1506,1513,1715,2069,2771,4074,2456,1630,1576,1326,694,209
화요일,7호선,자양(뚝섬한강공원),218,548,1235,1893,1219,750,693,747,805,865,1023,1191,1533,2062,1471,1087,1046,863,432,126
화요일,7호선,장승배기,286,721,1539,2422,1460,890,824,888,871,850,933,1156,1386,1923,1239,830,720,619,341,130
화요일,7호선,장암,94,409,928,544,249,152,171,177,160,143,153,178,212,280,206,116,60,56,29,12
화요일,7호선,중계,449,1254,3412,3898,1887,1232,1150,1376,1181,1083,1246,1634,1945,2648,2298,1319,1131,976,545,182
화요일,7호선,중곡,269,700,2028,3202,1688,908,811,891,883,857,999,1362,1698,2361,1609,979,854,695,323,135
화요일,7호선,중화,368,828,1919,2868,1414,881,824,900,872,880,1038,1322,1547,2243,1747,1034,868,755,399,138
화요일,7호선,천왕,365,1054,2771,3311,1559,889,801,891,897,863,1022,1385,1756,2547,1831,1054,842,717,402,128
화요일,7호선,철산,574,1842,4560,5029,2802,1752,1636,1734,1683,1631,1912,2493,3510,5094,3621,2172,1843,1624,870,266
화요일,7호선,청담,261,1527,3072,6740,4322,1787,1288,1423,1409,1516,1777,2250,3650,5467,2772,1587,1411,1022,345,122
화요일,7호선,태릉입구,364,518,1226,1968,1219,847,866,844,869,884,991,1180,1429,1848,1310,825,735,659,339,180
화요일,7호선,하계,410,1409,3677,4188,2388,1579,1537,1674,1762,1583,1912,2212,2562,3326,2777,1634,1375,1225,683,232
화요일,7호선,학동,118,1154,2843,8500,6432,2562,1514,1408,1646,1758,1918,2313,4305,7992,3797,1944,1650,1183,508,133
화요일,8호선,가락시장,236,513,1150,2395,1114,814,800,764,815,866,950,1072,1462,2046,1079,811,748,596,297,140
화요일,8호선,강동구청,243,731,2073,3252,1550,985,853,868,973,935,1078,1304,1724,2637,1512,980,859,691,332,113
화요일,8호선,남위례,113,470,1374,2252,1051,574,488,533,572,579,696,900,1288,1835,1109,690,626,516,275,99
화요일,8호선,남한산성입구(성남법원.검찰청),485,1090,2832,3866,2180,1172,994,1092,1081,1032,1264,1644,2039,2753,1829,1134,966,838,422,177
화요일,8호선,단대오거리,455,1039,2622,3284,1481,899,817,896,888,890,1114,1465,1888,2812,1904,1118,904,800,430,154
화요일,8호선,모란,120,254,608,953,524,482,513,552,558,558,644,796,738,875,500,327,299,251,146,100
화요일,8호선,몽촌토성(평화의문),159,521,1022,2209,1121,614,564,554,591,577,662,928,1246,1748,961,622,576,484,242,85
화요일,8호선,문정,238,824,3723,9514,4390,1723,1348,1378,1503,1608,1725,2085,4714,7355,3036,1935,1588,1234,520,146
화요일,8호선,복정,225,749,1753,2436,1477,808,602,682,644,624,810,1090,1679,2244,1446,867,725,610,258,60
화요일,8호선,산성,213,534,1480,1741,804,517,413,436,446,431,547,707,910,1395,1101,637,542,479,255,108
화요일,8호선,석촌,127,407,1090,2018,1344,867,866,861,934,915,1010,1137,1550,2060,1277,877,806,651,316,115
화요일,8호선,송파,153,715,1813,2490,1342,887,789,856,884,874,1025,1302,1505,2087,1400,827,725,631,286,95
화요일,8호선,수진,174,358,940,1427,716,463,457,502,512,478,580,792,733,952,669,460,380,322,196,67
화요일,8호선,신흥,158,388,945,1252,614,428,415,460,481,489,595,734,810,1103,805,504,403,335,190,68
화요일,8호선,암사,646,1344,3774,5043,2476,1382,1293,1379,1352,1299,1576,1873,2432,3731,2779,1575,1265,1214,575,207
화요일,8호선,암사역사공원,109,450,1216,1354,658,412,352,379,375,399,454,648,818,1064,721,480,364,365,170,60
화요일,8호선,잠실(송파구청),168,668,1973,4414,2498,1649,1681,1651,1772,1858,2173,2455,3290,4680,2493,1941,1681,1219,452,154
화요일,8호선,장지,315,1172,3242,4474,2575,1454,1337,1301,1310,1339,1639,2027,2911,3944,2370,1614,1183,864,434,128
화요일,8호선,천호(풍납토성),477,1181,2532,3810,2270,1374,1339,1396,1483,1482,1771,2069,2908,4071,2697,1711,1388,1119,573,224
수요일,1호선,동대문,569,600,1020,1491,1449,1333,1409,1555,1527,1574,1552,1586,1597,1596,1302,1033,934,818,511,150
수요일,1호선,동묘앞,148,304,663,1294,907,950,1282,1593,1825,1778,1696,1650,1441,1104,660,428,395,354,199,87
수요일,1호선,서울역,590,2433,6038,12423,8302,4808,4982,5390,5230,4674,5728,6552,9829,11929,6144,4272,4183,2697,1273,264
수요일,1호선,시청,276,1079,3270,8658,4176,2195,2289,2168,2424,2400,2664,3091,4894,7691,2912,2387,2177,1340,506,64
수요일,1호선,신설동,429,710,1873,3560,2042,1341,1295,1338,1429,1350,1492,1751,2437,3219,1572,1072,976,786,432,116
수요일,1호선,제기동,296,689,1700,2819,2032,2119,2544,2747,2843,2889,2785,2720,2549,2499,1405,936,754,557,304,69
수요일,1호선,종각,365,1398,5013,11766,6580,3009,3102,2967,3265,3308,3611,4356,7784,10756,4560,3622,3675,2623,1101,124
수요일,1호선,종로3가,245,588,1253,3002,2954,2622,3227,3532,3584,3566,3570,3801,4366,4954,2637,2021,2124,1568,715,150
수요일,1호선,종로5가,217,785,1918,4336,3033,2784,3154,3320,3419,3622,3442,3642,4410,4813,2360,1599,1397,897,324,51
수요일,1호선,청량리(서울시립대입구),544,1074,2618,3832,2632,2406,2776,3027,3089,3182,3298,3384,3491,3820,2260,1528,1350,1036,554,146
수요일,2호선,강남,702,2859,8019,15095,14384,7476,5874,6071,7186,7129,7869,9164,14081,18972,11974,8084,8641,7285,3281,788
수요일,2호선,강변(동서울터미널),402,1666,3769,5790,3962,3066,2672,2657,2654,2627,3001,3330,4194,5619,3766,2599,2250,1860,886,262
수요일,2호선,건대입구,599,1359,3105,6112,4204,2894,2755,3092,3372,3421,3822,4518,6155,8562,5883,4400,4431,4212,2427,798
수요일,2호선,교대(법원.검찰청),354,1360,3271,8015,6492,3680,3385,3203,3635,3736,3778,3980,6275,8252,4011,2922,2869,2411,1027,282
수요일,2호선,구로디지털단지,1588,2726,9031,16533,9846,4446,3592,3853,4258,4026,4518,5560,9100,14411,8814,5374,5012,4511,2264,736
수요일,2호선,구의(광진구청),564,2187,3515,6362,3606,2073,1706,1860,1946,1901,2300,2914,3773,5444,3562,2413,2254,2060,1121,383
수요일,2호선,낙성대(강감찬),522,1421,4162,6702,4277,2499,2037,2140,2188,2107,2452,2751,3793,5883,4296,2872,2694,2526,1427,452
수요일,2호선,당산,403,1151,3016,5390,2566,1490,1331,1426,1468,1392,1638,2040,3403,5159,2820,1956,1942,1733,941,264
수요일,2호선,대림(구로구청),1437,1466,3469,5741,3505,2373,2205,2248,2233,2158,2600,2998,3741,4487,2819,2082,2192,1984,940,277
수요일,2호선,도림천,32,84,276,371,175,131,110,154,121,135,134,196,220,283,170,103,90,68,43,18
수요일,2호선,동대문역사문화공원(DDP),269,539,1198,2500,1822,1714,1750,1792,1828,1976,2204,2295,2828,3169,2352,1746,1545,1295,696,241
수요일,2호선,뚝섬,223,1074,2446,6964,4640,2257,1868,1966,2154,2222,2527,3056,4612,7327,3700,2323,2070,1432,644,179
수요일,2호선,문래,245,978,3431,7864,3684,1726,1476,1670,1763,1699,1839,2287,3986,7137,3219,1894,1979,1578,777,234
수요일,2호선,방배,206,783,2004,4262,2909,1856,1575,1695,1719,1828,1959,2235,3032,3860,2009,1469,1386,1213,566,174
수요일,2호선,봉천,634,1380,3934,5958,3555,2089,1845,2000,2000,1988,2309,2566,3202,4629,3556,2308,2077,1893,1016,366
수요일,2호선,사당,634,2261,5237,7119,4742,3240,3320,3500,3405,3598,4048,4944,7442,10593,6757,4755,4876,4591,2480,732
수요일,2호선,삼성(무역센터),403,2010,6404,14828,11134,5318,4131,4079,4773,4953,5522,6540,11048,14279,7232,5122,4373,2793,916,260
수요일,2호선,상왕십리,250,753,2216,3979,2117,1302,1120,1246,1234,1213,1367,1637,2283,3221,2144,1356,1218,1055,560,208
수요일,2호선,서울대입구(관악구청),1352,2190,6234,9658,6677,4174,3438,3692,3941,3788,4342,5019,6639,9953,7088,4756,4595,4404,2454,910
수요일,2호선,서초,235,1128,2848,5885,4576,2536,1895,1734,1995,2042,2283,2431,3828,4944,2455,1609,1584,1038,439,109
수요일,2호선,선릉,424,2124,5952,13314,10253,5452,4287,4365,4990,4900,5541,6696,10519,14388,7453,4728,4410,3600,1449,379
수요일,2호선,성수,366,1613,3917,11960,7332,3989,3447,3667,4192,4487,4859,5544,8215,13034,6465,4305,3570,2462,1125,387
수요일,2호선,시청,114,874,3252,10018,4410,1932,1948,1889,2173,2186,2386,2786,5361,8284,2996,2177,1985,1282,555,116
수요일,2호선,신답,52,109,292,542,220,125,114,122,120,125,153,199,264,469,297,158,162,139,76,26
수요일,2호선,신당,275,729,1808,3276,1930,1314,1297,1419,1452,1472,1596,1938,2508,3475,2221,1505,1390,1275,687,218
수요일,2호선,신대방,974,1626,4126,6140,3696,2127,1829,1889,1970,1952,2274,2656,3394,4771,3744,2577,2523,2343,1212,444
수요일,2호선,신도림,1683,2791,7500,10432,6182,4095,3956,4172,4362,4340,4831,5631,7988,11587,7233,4972,4588,4334,2329,967
수요일,2호선,신림,1516,3187,8386,12245,7557,4458,3851,4128,4186,4176,4735,5686,7290,11200,8908,5879,5551,5183,3051,1062
수요일,2호선,신설동,59,133,408,908,515,363,380,430,449,415,425,457,595,691,359,238,210,183,101,46
수요일,2호선,신정네거리,361,804,2237,2246,1198,834,802,854,858,831,965,1230,1612,2377,1638,930,850,730,434,150
수요일,2호선,신촌,317,1113,2884,5480,5142,3846,3708,4015,4575,4183,4444,5152,6681,7779,5144,4061,4079,3756,1954,516
수요일,2호선,아현,213,589,1700,2604,1462,1031,907,997,1035,991,1150,1412,1678,2111,1451,988,879,752,399,133
수요일,2호선,양천구청,223,576,1526,1600,856,576,552,606,611,566,658,808,1089,1548,1132,638,604,492,316,123
수요일,2호선,역삼,426,2093,7255,16828,13670,6014,3762,3660,4229,3988,4585,5582,11382,13958,7775,4434,4032,2771,1209,300
수요일,2호선,영등포구청,326,1132,3282,7293,3325,1769,1719,1754,1895,1864,2064,2461,3729,6467,2903,1971,1820,1449,772,257
